time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-12-01T00:09:32.052Z,-2.1324,100.6292,75.853,4.3,mb,29,178,3.208,0.53,us,us6000j7d1,2023-02-05T23:25:40.040Z,"85 km W of Sungai Penuh, Indonesia",earthquake,8.9,8.667,0.153,12,reviewed,us,us
2022-11-27T11:37:26.261Z,-1.697,99.935,39.819,4.3,mb,32,141,2.293,0.62,us,us7000isqv,2023-02-05T23:24:18.040Z,"94 km SSW of Padang, Indonesia",earthquake,8.34,4.609,0.134,16,reviewed,us,us
2022-11-27T00:45:24.607Z,1.9983,96.5702,25.773,4,mb,28,163,1.219,0.6,us,us6000j634,2023-02-05T23:24:10.040Z,"57 km SSE of Sinabang, Indonesia",earthquake,6.4,6.027,0.15,12,reviewed,us,us
2022-11-26T00:10:53.818Z,-2.2952,101.9871,167.887,4.2,mb,50,61,2.268,0.5,us,us7000isgj,2023-02-05T23:23:51.040Z,"71 km ESE of Sungai Penuh, Indonesia",earthquake,6.4,6.024,0.105,25,reviewed,us,us
2022-11-25T13:25:28.946Z,-3.0941,100.9204,45.435,4.4,mb,32,191,2.389,0.29,us,us6000j5th,2023-01-30T06:01:47.040Z,"126 km SSW of Sungai Penuh, Indonesia",earthquake,3.97,10.023,0.134,17,reviewed,us,us
2022-11-17T22:54:29.932Z,-0.815,97.9889,10,4.1,mb,21,213,2.145,0.72,us,us7000irkc,2024-01-18T17:23:56.855Z,"154 km S of Teluk Dalam, Indonesia",earthquake,10.66,1.664,0.174,9,reviewed,us,us
2022-11-17T14:04:48.360Z,0.5062,99.6039,133.559,4.2,mb,24,146,1.447,0.48,us,us7000irjv,2023-01-28T19:58:29.040Z,"103 km SSE of Padangsidempuan, Indonesia",earthquake,8.02,8.062,0.159,11,reviewed,us,us
2022-11-11T11:39:29.162Z,-3.7365,100.5702,10,5,mb,59,72,2.459,0.54,us,us7000ip19,2023-01-21T19:27:21.040Z,"188 km W of Bengkulu, Indonesia",earthquake,8.55,1.875,0.077,54,reviewed,us,us
2022-11-09T05:57:04.782Z,0.6583,96.9598,10,4.4,mb,21,182,0.889,0.78,us,us7000ipn1,2024-01-18T17:20:21.109Z,"94 km W of Teluk Dalam, Indonesia",earthquake,6.28,1.729,0.19,8,reviewed,us,us
2022-11-02T04:25:45.785Z,1.6723,99.5751,174.048,4.5,mb,22,109,1.206,0.48,us,us7000in3n,2023-01-12T23:11:36.040Z,"46 km SSW of Bandar, Indonesia",earthquake,8.37,8.298,0.171,10,reviewed,us,us
2022-10-31T16:40:26.990Z,0.1385,97.6893,23.561,4.1,mb,24,204,1.163,0.56,us,us7000imi3,2023-01-12T23:11:29.040Z,"214 km SW of Sibolga, Indonesia",earthquake,11.96,7.764,0.185,8,reviewed,us,us
2022-10-31T11:46:15.764Z,-2.5637,100.716,37.936,4.1,mb,26,127,2.861,0.51,us,us7000ilgm,2023-01-12T23:10:46.040Z,"93 km SW of Sungai Penuh, Indonesia",earthquake,8.86,8.798,0.165,11,reviewed,us,us
2022-10-30T22:21:34.605Z,1.8439,99.5189,179.876,5.2,mww,128,49,1.033,0.68,us,us7000ildh,2023-01-12T23:10:42.040Z,"34 km SW of Bandar, Indonesia",earthquake,6.86,3.945,0.068,21,reviewed,us,us
2022-10-23T14:00:57.205Z,-0.1947,99.7666,10.522,4.3,mb,26,104,2.649,0.77,us,us7000ikqq,2023-01-03T15:23:43.040Z,"61 km NW of Pariaman, Indonesia",earthquake,9.43,4.479,0.154,14,reviewed,us,us
2022-10-14T17:40:42.734Z,-3.7635,103.68,11.291,4.3,mb,33,93,0.935,1.25,us,us6000itpt,2022-12-17T22:54:11.040Z,"15 km E of Lahat, Indonesia",earthquake,3.51,4.328,0.129,19,reviewed,us,us
2022-10-12T03:55:39.645Z,-1.5178,99.8911,40,4.2,mb,24,187,3.635,0.63,us,us6000iujc,2022-12-17T22:54:18.040Z,"81 km SW of Padang, Indonesia",earthquake,11.03,1.988,0.176,9,reviewed,us,us
2022-10-11T07:53:24.318Z,0.11,98.6187,49.23,4.8,mb,68,48,1.579,0.75,us,us6000isnr,2022-12-17T22:53:53.040Z,"158 km SSW of Padangsidempuan, Indonesia",earthquake,5.55,5.493,0.082,46,reviewed,us,us
2022-10-10T10:18:38.808Z,1.838,97.8685,59.166,4.8,mb,51,88,0.606,0.72,us,us6000isg3,2022-12-17T22:53:49.040Z,"Nias region, Indonesia",earthquake,6.94,5.942,0.084,44,reviewed,us,us
2022-10-08T08:26:12.361Z,-1.6143,101.651,220.374,4.2,mb,30,150,3.023,0.58,us,us6000itcj,2022-12-17T22:54:02.040Z,"southern Sumatra, Indonesia",earthquake,9.11,9.515,0.136,15,reviewed,us,us
2022-10-06T20:00:38.582Z,1.9232,98.8702,3.604,4.9,mb,106,51,0.767,0.72,us,us6000irme,2022-12-10T22:53:36.040Z,"22 km NNE of Sibolga, Indonesia",earthquake,6.85,3.677,0.058,94,reviewed,us,us
2022-10-06T08:30:56.265Z,1.9828,98.8391,9.596,4.3,mb,28,169,0.711,0.48,us,us6000isz9,2022-12-10T22:54:05.040Z,"27 km NNE of Sibolga, Indonesia",earthquake,9.02,4.895,0.137,16,reviewed,us,us
2022-10-06T08:14:54.127Z,-3.4193,102.3837,108.524,4,mb,18,168,1.095,0.44,us,us6000isz8,2022-12-10T22:54:05.040Z,"16 km WNW of Curup, Indonesia",earthquake,14.57,7.061,0.173,11,reviewed,us,us
2022-10-01T13:50:16.128Z,-3.83,101.8367,59.88,4.9,mb,58,95,1.234,0.71,us,us6000ipzr,2022-12-10T22:52:32.040Z,"47 km W of Bengkulu, Indonesia",earthquake,8.23,7.378,0.094,39,reviewed,us,us
2022-09-30T20:37:38.689Z,2.0209,98.9447,10.098,5,mb,114,50,0.669,0.54,us,us6000ips6,2022-12-03T22:02:54.040Z,"35 km NNE of Sibolga, Indonesia",earthquake,4.32,2.971,0.058,104,reviewed,us,us
2022-09-30T20:01:58.567Z,2.0284,98.9167,10,4.4,mb,36,94,0.661,0.55,us,us6000irik,2022-12-03T22:03:16.040Z,"northern Sumatra, Indonesia",earthquake,3.95,1.894,0.143,14,reviewed,us,us
2022-09-30T19:54:28.175Z,2.0517,99.0688,10,4.6,mb,73,53,0.654,0.48,us,us6000irib,2022-12-03T22:03:15.040Z,"47 km NE of Sibolga, Indonesia",earthquake,4.73,1.049,0.084,46,reviewed,us,us
2022-09-30T19:50:35.495Z,2.2054,98.89,20.955,5,mb,120,45,0.486,0.82,us,us6000iprr,2022-12-03T22:02:54.040Z,"49 km S of Tomok Bolon, Indonesia",earthquake,5.41,3.939,0.058,100,reviewed,us,us
2022-09-30T19:47:54.118Z,2.0779,98.9937,12.802,4.6,mb,19,103,0.616,1.09,us,us6000irih,2022-12-03T22:03:16.040Z,"44 km NNE of Sibolga, Indonesia",earthquake,3.3,4.768,0.223,6,reviewed,us,us
2022-09-30T19:28:40.152Z,2.1277,98.9004,18.363,5.9,mww,211,32,0.563,0.8,us,us6000ipri,2023-04-14T21:30:09.645Z,"41 km NNE of Sibolga, Indonesia",earthquake,4.59,1.394,0.052,35,reviewed,us,us
2022-09-30T07:22:28.940Z,0.0342,96.582,10,4.4,mb,26,204,1.605,0.55,us,us6000ipjp,2022-12-03T22:02:45.040Z,"271 km S of Sinabang, Indonesia",earthquake,7.49,1.822,0.148,13,reviewed,us,us
2022-09-28T03:46:33.689Z,0.1323,99.9509,10,4.5,mb,38,110,1.106,0.79,us,us6000iqr8,2024-01-18T16:55:24.076Z,"67 km NW of Bukittinggi, Indonesia",earthquake,6.22,1.825,0.157,12,reviewed,us,us
2022-09-20T22:25:01.390Z,-1.1959,98.5697,19.227,5,mb,70,80,2.675,0.62,us,us7000i9n5,2022-11-26T20:57:47.040Z,"183 km WSW of Pariaman, Indonesia",earthquake,7.3,3.79,0.075,57,reviewed,us,us
2022-09-20T14:49:01.935Z,1.5991,99.687,182.377,4,mb,19,109,1.328,0.61,us,us6000innm,2022-11-26T20:57:19.040Z,"50 km S of Bandar, Indonesia",earthquake,7.37,8.316,0.195,7,reviewed,us,us
2022-09-15T15:33:09.702Z,1.69,96.9427,29.935,4.4,mb,52,162,0.74,0.87,us,us7000i8b0,2022-11-19T23:03:18.040Z,"Nias region, Indonesia",earthquake,6.66,5.611,0.098,38,reviewed,us,us
2022-09-15T15:24:48.972Z,-2.0533,99.6071,19.034,4.8,mww,131,51,2.764,0.71,us,us7000i8az,2022-11-19T23:03:18.040Z,"147 km SW of Padang, Indonesia",earthquake,7.74,3.638,0.103,9,reviewed,us,us
2022-09-11T18:24:01.404Z,-1.251,98.5818,18.095,4.9,mb,57,118,2.73,0.56,us,us7000i77x,2022-11-19T23:02:40.040Z,"184 km WSW of Pariaman, Indonesia",earthquake,5.24,4.102,0.073,62,reviewed,us,us
2022-09-11T12:50:23.775Z,0.5152,98.4895,57.869,4.5,mb,52,93,1.204,0.48,us,us7000i76v,2022-11-19T23:02:37.040Z,"129 km SW of Padangsidempuan, Indonesia",earthquake,7.51,7.409,0.087,40,reviewed,us,us
2022-09-11T06:28:41.254Z,-1.1982,98.5927,19.316,4.3,mb,27,151,2.685,0.63,us,us7000i99p,2022-11-19T23:03:33.040Z,"181 km WSW of Pariaman, Indonesia",earthquake,9.66,4.985,0.148,14,reviewed,us,us
2022-09-11T03:29:33.484Z,-1.2405,98.466,10,4.4,mb,28,188,2.68,0.82,us,us7000i99r,2022-11-19T23:03:34.040Z,"196 km WSW of Pariaman, Indonesia",earthquake,6.88,1.875,0.189,10,reviewed,us,us
2022-09-11T02:40:45.618Z,-1.3018,98.596,10,4.4,mb,28,139,2.782,0.85,us,us7000i99l,2022-11-19T23:03:32.040Z,"185 km WSW of Pariaman, Indonesia",earthquake,6.21,1.872,0.189,9,reviewed,us,us
2022-09-10T23:24:00.499Z,-1.2041,98.618,10,5.7,mb,224,20,2.701,0.67,us,us6000iisl,2022-11-19T23:02:16.040Z,"179 km WSW of Pariaman, Indonesia",earthquake,7.25,1.758,0.043,189,reviewed,us,us
2022-09-10T23:10:43.721Z,-1.149,98.654,20,6,mww,268,18,2.664,0.61,us,us6000iisb,2022-11-19T23:02:15.040Z,"173 km WSW of Pariaman, Indonesia",earthquake,6.9,1.696,0.05,39,reviewed,us,us
2022-09-10T06:03:13.955Z,-2.3603,100.6472,50.366,4.6,mb,51,126,2.697,0.49,us,us6000iimq,2024-01-18T16:49:15.229Z,"89 km WSW of Sungai Penuh, Indonesia",earthquake,8.14,7.544,0.098,32,reviewed,us,us
2022-09-08T08:49:15.754Z,1.4369,96.9974,29.605,4.2,mb,13,195,0.593,0.76,us,us7000i8a9,2022-11-15T19:06:19.040Z,"128 km SW of Singkil, Indonesia",earthquake,10.36,8.007,0.176,11,reviewed,us,us
2022-09-08T07:58:52.813Z,1.4012,96.967,10,5.1,mww,136,45,0.616,0.49,us,us6000ii32,2022-11-15T19:05:48.040Z,"133 km SW of Singkil, Indonesia",earthquake,4.72,1.78,0.093,11,reviewed,us,us
2022-09-07T22:26:32.756Z,1.3503,96.8708,10,4.7,mb,80,129,0.706,0.63,us,us6000ihzq,2022-11-15T19:05:47.040Z,"136 km SSE of Sinabang, Indonesia",earthquake,5.65,1.86,0.07,62,reviewed,us,us
2022-09-07T18:09:35.437Z,-3.19,101.4217,34,5.4,mww,137,39,1.922,0.82,us,us6000ihx6,2022-11-15T19:05:46.040Z,"115 km NW of Bengkulu, Indonesia",earthquake,7.53,1.761,0.093,11,reviewed,us,us
2022-09-06T21:15:28.452Z,1.8093,99.0127,128.468,4.1,mb,24,53,0.883,0.31,us,us7000i7xw,2022-11-15T19:06:18.040Z,"26 km ENE of Sibolga, Indonesia",earthquake,5.37,2.957,0.144,13,reviewed,us,us
2022-09-05T01:13:52.256Z,1.7452,99.3869,170.73,4.2,mb,20,167,1.05,0.43,us,us7000i7me,2022-11-15T19:06:15.040Z,"42 km NNE of Padangsidempuan, Indonesia",earthquake,9.94,5.015,0.159,11,reviewed,us,us
2022-09-03T05:04:13.657Z,-1.2152,98.3192,14.13,4.4,mb,17,152,2.61,0.7,us,us6000iig0,2022-11-15T19:05:52.040Z,"210 km WSW of Pariaman, Indonesia",earthquake,7.73,4.602,0.189,8,reviewed,us,us
2022-09-02T03:34:23.588Z,2.0763,97.8361,60.247,4.7,mb,42,113,0.81,0.59,us,us7000i4j9,2022-11-06T04:36:08.040Z,"23 km SSE of Singkil, Indonesia",earthquake,6.53,7.601,0.089,38,reviewed,us,us
2022-08-29T13:09:53.874Z,-0.9764,98.6319,20.899,4.6,mb,25,169,2.499,0.43,us,us7000i5q8,2022-11-06T04:38:02.040Z,"170 km WSW of Pariaman, Indonesia",earthquake,9.28,6.225,0.172,12,reviewed,us,us
2022-08-29T12:44:19.407Z,-1.1345,98.5391,18.54,4.6,mb,33,151,2.607,0.55,us,us7000i3cc,2022-11-06T04:38:04.040Z,"184 km WSW of Pariaman, Indonesia",earthquake,7.76,5.162,0.136,17,reviewed,us,us
2022-08-29T12:35:31.548Z,-1.0759,98.619,19.55,4.4,mb,24,148,2.584,0.42,us,us7000i5q6,2022-11-06T04:38:04.040Z,"174 km WSW of Pariaman, Indonesia",earthquake,8.56,3.043,0.169,10,reviewed,us,us
2022-08-29T11:44:10.775Z,-1.1601,98.5598,19.114,4.4,mb,26,151,2.638,0.39,us,us7000i3c1,2022-11-06T04:38:06.040Z,"183 km WSW of Pariaman, Indonesia",earthquake,7.65,5.071,0.143,14,reviewed,us,us
2022-08-29T11:28:27.675Z,-1.22,98.4507,16.453,4.4,mb,31,148,2.655,0.28,us,us7000i3c0,2022-11-06T04:38:07.040Z,"197 km WSW of Pariaman, Indonesia",earthquake,9.31,2.575,0.13,17,reviewed,us,us
2022-08-29T11:11:48.945Z,-1.0575,98.6699,20.596,4.6,mb,40,125,2.588,0.35,us,us7000i3bw,2022-11-06T04:38:07.040Z,"168 km WSW of Pariaman, Indonesia",earthquake,7.15,5.853,0.117,22,reviewed,us,us
2022-08-29T11:01:11.830Z,-1.018,98.6831,20.73,4.5,mb,38,173,2.559,0.4,us,us7000i3bu,2022-11-06T04:38:09.040Z,"165 km WSW of Pariaman, Indonesia",earthquake,8.04,6.262,0.116,22,reviewed,us,us
2022-08-29T10:58:14.174Z,-1.2685,98.4948,17.147,4.2,mb,22,139,2.716,0.84,us,us7000i5q1,2022-11-06T04:38:10.040Z,"Kepulauan Mentawai region, Indonesia",earthquake,8.51,4.795,0.263,4,reviewed,us,us
2022-08-29T03:35:42.369Z,-1.0508,98.5875,17.567,4.7,mb,19,200,2.548,1.02,us,us7000i5ps,2022-11-06T04:38:21.040Z,"177 km WSW of Pariaman, Indonesia",earthquake,9.07,5.607,0.277,5,reviewed,us,us
2022-08-29T03:29:13.691Z,-0.988,98.6046,17,6.2,mww,118,23,2.498,0.64,us,us7000i38s,2023-03-16T05:38:40.641Z,"173 km WSW of Pariaman, Indonesia",earthquake,6.77,1.603,0.06,27,reviewed,us,us
2022-08-28T22:34:37.140Z,-1.0173,98.6652,43,5.7,mww,107,26,2.55,0.59,us,us7000i37c,2022-11-06T04:38:30.040Z,"Kepulauan Mentawai region, Indonesia",earthquake,7.34,1.88,0.08,15,reviewed,us,us
2022-08-28T17:04:39.757Z,-1.0764,98.5483,16.793,4.9,mb,62,47,2.557,0.66,us,us7000i34y,2022-11-06T04:38:41.040Z,"182 km WSW of Pariaman, Indonesia",earthquake,7.58,4.205,0.069,67,reviewed,us,us
2022-08-22T09:26:53.591Z,-1.1438,100.2556,90.795,4.6,mb,33,132,1.657,0.66,us,us7000i400,2022-11-01T15:14:32.040Z,"24 km SSW of Padang, Indonesia",earthquake,4.82,7.154,0.146,14,reviewed,us,us
2022-08-20T18:07:58.171Z,-0.0894,96.7345,10,4,mb,12,203,1.619,0.67,us,us7000i3ek,2022-11-01T15:14:28.040Z,"286 km S of Sinabang, Indonesia",earthquake,7.33,1.935,0.259,4,reviewed,us,us
2022-08-15T17:34:10.499Z,-2.2167,102.204,222.716,4,mb,27,127,2.258,1.03,us,us7000i22l,2022-10-28T02:27:48.040Z,"92 km E of Sungai Penuh, Indonesia",earthquake,10.02,4.057,0.15,12,reviewed,us,us
2022-08-15T16:35:12.292Z,0.1257,96.586,10,4.9,mb,63,35,1.532,0.87,us,us6000ib44,2022-10-28T02:26:10.040Z,"Nias region, Indonesia",earthquake,6.76,1.082,0.074,58,reviewed,us,us
2022-08-15T15:51:14.490Z,0.1338,98.3727,26.833,4,mb,19,198,1.409,0.54,us,us7000i230,2022-10-28T02:27:51.040Z,"170 km SW of Padangsidempuan, Indonesia",earthquake,7.27,6.216,0.183,8,reviewed,us,us
2022-08-15T02:01:38.052Z,-3.311,100.7772,38.021,4.8,mb,66,134,2.411,0.67,us,us6000iawk,2022-10-28T02:26:02.040Z,"154 km SSW of Sungai Penuh, Indonesia",earthquake,5.98,5.764,0.079,49,reviewed,us,us
2022-08-11T05:19:17.829Z,-3.4254,101.8322,79.103,4.3,mb,16,182,1.456,0.46,us,us6000ic5d,2022-10-21T23:20:26.040Z,"63 km NW of Bengkulu, Indonesia",earthquake,7.94,9.949,0.217,7,reviewed,us,us
2022-08-09T04:41:10.213Z,-1.9832,100.2649,35,4.7,mb,56,64,2.421,0.67,us,us6000i9a8,2022-10-21T23:19:32.040Z,"114 km S of Padang, Indonesia",earthquake,6.37,1.832,0.104,28,reviewed,us,us
2022-08-08T20:00:44.130Z,-0.809,99.7163,70.495,4.5,mb,27,130,1.739,0.62,us,us6000ibm0,2022-10-21T23:19:19.040Z,"49 km WSW of Pariaman, Indonesia",earthquake,9.47,4.763,0.15,13,reviewed,us,us
2022-08-05T15:30:28.644Z,0.9048,97.0472,10,4.1,mb,14,218,0.66,0.92,us,us6000i8e9,2022-10-12T14:50:56.040Z,"173 km SSW of Singkil, Indonesia",earthquake,6.65,1.958,0.197,7,reviewed,us,us
2022-08-04T17:39:31.516Z,-1.0555,97.3562,10,4.9,mb,103,52,2.354,0.7,us,us6000i83c,2022-10-12T14:50:38.040Z,"southwest of Sumatra, Indonesia",earthquake,4.77,1.81,0.059,93,reviewed,us,us
2022-08-03T08:47:04.669Z,0.238,96.7086,10,4.1,mb,17,193,1.368,0.66,us,us6000ia9b,2022-10-12T14:51:32.040Z,"250 km S of Sinabang, Indonesia",earthquake,7.14,1.926,0.197,8,reviewed,us,us
2022-08-03T05:33:16.121Z,0.2113,96.7087,10,4.2,mb,24,132,1.389,0.73,us,us6000ia95,2022-10-12T14:51:30.040Z,"253 km S of Sinabang, Indonesia",earthquake,11.2,1.772,0.176,9,reviewed,us,us
2022-08-02T10:19:29.673Z,1.6942,99.5329,182.797,4.5,mb,102,60,1.165,0.57,us,us6000i7ev,2022-10-12T14:49:52.040Z,"45 km NE of Padangsidempuan, Indonesia",earthquake,6.03,5.961,0.063,76,reviewed,us,us
2022-08-02T07:53:07.314Z,0.0627,96.5698,10,4.3,mb,27,74,1.591,0.69,us,us6000ia7a,2022-10-12T14:51:24.040Z,"268 km S of Sinabang, Indonesia",earthquake,10.65,1.859,0.168,10,reviewed,us,us
2022-08-01T21:17:11.128Z,1.4936,98.9049,111.125,4.6,mb,62,60,1.192,0.55,us,us6000i7ag,2022-10-12T14:49:41.040Z,"30 km SSE of Sibolga, Indonesia",earthquake,5.37,3.995,0.072,57,reviewed,us,us
2022-07-31T21:45:14.930Z,-0.0067,98.1282,35,4.1,mb,28,92,1.414,0.85,us,us6000i9qc,2022-10-12T14:51:13.040Z,"199 km SW of Padangsidempuan, Indonesia",earthquake,5.4,1.924,0.185,8,reviewed,us,us
2022-07-24T06:37:40.508Z,0.5829,96.7902,10,4.3,mb,32,163,1.063,0.68,us,us6000i7rs,2022-10-01T22:09:32.040Z,"214 km SSE of Sinabang, Indonesia",earthquake,7.49,1.853,0.122,21,reviewed,us,us
2022-07-23T15:29:11.132Z,0.5848,100.0142,166.244,4.3,mb,38,46,1.057,0.88,us,us7000hszc,2022-10-01T22:09:45.040Z,"106 km NNW of Bukittinggi, Indonesia",earthquake,7.37,4.348,0.103,27,reviewed,us,us
2022-07-21T21:41:04.655Z,0.291,98.3067,35,4.9,mb,92,35,1.243,0.88,us,us7000hsiu,2022-09-27T16:57:13.040Z,"161 km SW of Padangsidempuan, Indonesia",earthquake,6.8,1.9,0.053,113,reviewed,us,us
2022-07-20T00:43:28.307Z,-4.1765,102.073,58.144,4.4,mb,49,70,0.899,0.65,us,us7000hrz6,2022-09-27T16:57:08.040Z,"46 km SSW of Bengkulu, Indonesia",earthquake,8.07,6.503,0.1,29,reviewed,us,us
2022-07-19T23:46:50.701Z,-4.1438,102.1383,52,5.3,mww,161,26,0.843,0.69,us,us7000hrxy,2022-09-27T16:57:08.040Z,"southern Sumatra, Indonesia",earthquake,7.34,1.873,0.098,10,reviewed,us,us
2022-07-11T05:07:22.616Z,-0.118,96.5694,10,4.1,mb,15,187,1.734,0.29,us,us6000i3nf,2022-09-24T21:25:58.040Z,"288 km S of Sinabang, Indonesia",earthquake,13.77,1.959,0.262,4,reviewed,us,us
2022-07-10T09:03:53.648Z,2.4194,99.1304,154.65,4.3,mb,45,71,1.908,0.46,us,us6000i1d4,2022-09-24T21:26:02.040Z,"34 km SE of Parapat, Indonesia",earthquake,3.9,7.3,0.099,29,reviewed,us,us
2022-07-10T08:53:53.696Z,1.1881,99.4489,8.998,4.3,mb,27,137,1.586,0.63,us,us6000i3gb,2022-09-24T21:26:02.040Z,"28 km SE of Padangsidempuan, Indonesia",earthquake,5.51,4.984,0.168,12,reviewed,us,us
2022-07-09T08:46:34.101Z,-1.2767,98.3374,10,4.3,mb,16,220,2.674,1.08,us,us6000i2si,2022-09-24T21:26:08.040Z,"211 km WSW of Pariaman, Indonesia",earthquake,8.7,1.9,0.237,6,reviewed,us,us
2022-07-06T01:34:36.411Z,-2.241,100.7961,55.32,4.7,mb,75,60,2.561,0.59,us,us6000i06d,2022-09-13T06:22:54.040Z,"69 km WSW of Sungai Penuh, Indonesia",earthquake,7.3,6,0.078,50,reviewed,us,us
2022-07-05T04:53:49.712Z,2.1143,100.107,208.665,4.1,mb,15,131,16.282,0.53,us,us6000i0xb,2022-09-13T06:24:59.040Z,"30 km E of Rantauprapat, Indonesia",earthquake,12.71,10.179,0.158,11,reviewed,us,us
2022-06-24T18:56:34.197Z,-1.8368,100.4097,50.54,5.1,mb,142,51,2.238,0.88,us,us7000hk0k,2022-08-28T03:21:12.040Z,"98 km S of Padang, Indonesia",earthquake,7,4.9,0.047,150,reviewed,us,us
2022-06-24T15:08:39.063Z,-2.2605,102.1508,193.47,4.3,mb,35,128,2.235,0.65,us,us7000hjyk,2022-08-28T03:21:08.040Z,"87 km ESE of Sungai Penuh, Indonesia",earthquake,7.7,8,0.119,20,reviewed,us,us
2022-06-22T06:48:07.428Z,2.0718,96.4335,10,4.9,mb,49,97,1.372,0.5,us,us7000hj8s,2022-08-28T03:20:05.040Z,"45 km S of Sinabang, Indonesia",earthquake,7.6,1.9,0.091,38,reviewed,us,us
2022-06-21T19:08:15.930Z,2.0127,96.4059,10,5,mww,136,43,1.365,0.75,us,us7000hj2w,2022-08-28T03:19:48.040Z,"Simeulue, Indonesia",earthquake,6.51,1.741,0.083,14,reviewed,us,us
2022-06-20T05:01:39.694Z,2.2873,96.376,34.92,4.6,mb,68,177,1.546,0.37,us,us7000hin8,2022-08-28T03:19:08.040Z,"Simeulue, Indonesia",earthquake,5.6,5.3,0.078,51,reviewed,us,us
2022-06-17T22:12:28.034Z,0.1555,96.5882,10,4.4,mb,53,85,1.508,0.76,us,us7000hi8t,2024-01-18T16:38:01.552Z,"142 km WSW of Teluk Dalam, Indonesia",earthquake,8.3,1.9,0.084,41,reviewed,us,us
2022-05-30T09:49:44.967Z,1.7204,99.5287,173.51,4.6,mb,55,54,1.14,0.66,us,us7000hdk7,2022-08-06T22:13:06.040Z,"43 km SW of Bandar, Indonesia",earthquake,5,5.1,0.082,44,reviewed,us,us
2022-05-24T08:19:25.459Z,1.2518,97.0365,25.2,4.2,mb,23,200,0.541,0.55,us,us7000hd3s,2022-08-02T19:51:00.040Z,"141 km SW of Singkil, Indonesia",earthquake,11.3,7.3,0.176,11,reviewed,us,us
2022-05-22T17:38:15.566Z,-0.4777,99.6588,81.85,4.6,mb,49,70,1.595,0.63,us,us6000hn51,2022-08-02T19:50:41.040Z,"53 km WNW of Pariaman, Indonesia",earthquake,4,6.5,0.078,49,reviewed,us,us
2022-05-12T22:24:19.137Z,-0.7673,98.626,28.91,4.1,mb,18,187,2.31,0.46,us,us6000hm2d,2022-07-22T18:31:00.040Z,"167 km W of Pariaman, Indonesia",earthquake,11.2,7.1,0.197,7,reviewed,us,us
2022-05-11T18:52:15.548Z,-2.77,103.2352,277.71,4.4,mb,76,51,1.468,0.98,us,us6000hkf4,2022-07-22T18:30:50.040Z,"71 km NE of Lubuklinggau, Indonesia",earthquake,5.9,5.5,0.071,57,reviewed,us,us
2022-05-08T19:01:56.976Z,-0.8686,98.3536,10,4.4,mb,26,149,2.293,1.08,us,us6000hkww,2022-07-22T18:30:55.040Z,"198 km W of Pariaman, Indonesia",earthquake,9.2,1.9,0.114,22,reviewed,us,us
2022-04-23T23:44:05.628Z,-2.6417,101.4213,88.38,4.6,mb,51,126,2.293,0.57,us,us6000hfyd,2022-07-05T03:39:52.040Z,"64 km S of Sungai Penuh, Indonesia",earthquake,8.8,7.8,0.098,31,reviewed,us,us
2022-04-21T20:23:35.317Z,0.4487,96.7619,10,4.9,mb,,53,1.176,0.9,us,us6000hfes,2022-06-26T01:20:40.040Z,"228 km S of Sinabang, Indonesia",earthquake,8,1.8,0.073,59,reviewed,us,us
2022-04-21T12:28:04.099Z,2.0143,97.8363,48,4.9,mb,,72,0.752,0.79,us,us6000hf95,2022-06-26T01:20:32.040Z,"30 km S of Singkil, Indonesia",earthquake,5.7,5.3,0.071,63,reviewed,us,us
2022-04-17T20:16:27.924Z,0.583,97.209,10,4.5,mb,,110,0.804,0.77,us,us6000hfkq,2022-06-26T01:18:59.040Z,"199 km SSW of Singkil, Indonesia",earthquake,6.1,1.9,0.113,25,reviewed,us,us
2022-04-15T23:58:53.307Z,0.674,97.02,10,4.6,mb,,91,0.836,0.58,us,us7000h2ld,2022-06-20T22:08:33.040Z,"197 km SSW of Singkil, Indonesia",earthquake,10.4,1.9,0.132,17,reviewed,us,us
2022-04-15T21:17:09.977Z,0.6184,97.0596,10,4.7,mb,,127,0.854,0.69,us,us7000h2kq,2022-06-20T22:08:32.040Z,"201 km SSW of Singkil, Indonesia",earthquake,6.9,1.9,0.06,85,reviewed,us,us
2022-04-09T12:18:42.184Z,0.4188,97.0612,10,4.2,mb,,109,1.018,0.61,us,us7000h1va,2022-06-20T22:08:05.040Z,"221 km SSW of Singkil, Indonesia",earthquake,8.2,1.9,0.176,11,reviewed,us,us
2022-04-08T13:50:51.617Z,0.5895,97.0885,10,4.4,mb,,124,0.86,0.69,us,us7000h1ud,2022-06-11T20:21:21.040Z,"203 km SSW of Singkil, Indonesia",earthquake,4.7,1.7,0.095,32,reviewed,us,us
2022-04-07T06:36:40.955Z,-3.9805,102.165,83.02,4.6,mb,,58,0.874,0.42,us,us7000h0b8,2022-06-11T20:21:09.040Z,"22 km SSW of Bengkulu, Indonesia",earthquake,6.7,4.8,0.082,44,reviewed,us,us
2022-04-06T18:03:36.962Z,0.762,97.008,10,4.8,mb,,48,0.782,0.96,us,us7000h078,2022-06-11T20:21:08.040Z,"189 km SSW of Singkil, Indonesia",earthquake,7.2,1.8,0.07,63,reviewed,us,us
